gml:id,gml:metaDataProperty,gml:description,gml:name,gml:boundedBy,gml:location,erl:identifier,erl:name,erl:status,erl:owner,erl:startDate,erl:endDate,erl:observationMethod,erl:positionalAccuracy,erl:source,erl:status_uri,erl:specification_uri,erl:shape
ga.erl.mineview.455374,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455374,Longamundi,mineral deposit,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455374,POINT (140.175428 -20.255206010825205)
ga.erl.mineview.455376,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455376,Great Southern,mineral deposit,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455376,POINT (140.166958 -20.236542010799496)
ga.erl.mineview.455378,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455378,Scanlan,mineral deposit,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455378,POINT (140.150814 -20.305408010894478)
ga.erl.mineview.455380,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455380,Charlie Brown,mineral deposit,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455380,POINT (140.156714 -20.22944701078973)
ga.erl.mineview.455382,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455382,Caroline,mineral deposit,"Copper Mountain Mining Corporation, Sichuan Railway Investment Group Company Limited",,,"State or NT agency supplied location, method unknown",50 metres,https://www.cumtn.com/operations/eva-copper-project/overview/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455382,POINT (140.150783 -20.30959201090027)
ga.erl.mineview.455538,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455538,Arrowie Gorge,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455538,POINT (139.23200860999998 -30.712270027471508)
ga.erl.mineview.455539,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455539,Auckland Hill,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455539,POINT (151.25340000000003 -23.833800016168045)
ga.erl.mineview.455540,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455540,Bendleby,historic mine,,,,"State or NT agency supplied location, method unknown",100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455540,POINT (138.78349 -32.34539003002539)
ga.erl.mineview.455541,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455541,Boolcunda,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455541,POINT (138.41403161 -32.2722563399141)
ga.erl.mineview.455542,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455542,Bungoola,historic mine,,,,"State or NT agency supplied location, method unknown",250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455542,POINT (138.799352 -31.07294702804675)
ga.erl.mineview.455543,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455543,East Depot Springs,historic mine,,,,"State or NT agency supplied location, method unknown",200 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455543,POINT (138.752273 -30.445698027042937)
ga.erl.mineview.455544,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455544,Eregunda,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455544,POINT (138.795916 -31.07154683804452)
ga.erl.mineview.455545,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455545,Etna,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455545,POINT (138.3682405 -32.0712133396065)
ga.erl.mineview.455546,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455546,Far Northern,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455546,POINT (137.179468 -31.572591028833806)
ga.erl.mineview.455547,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455547,Scrubby Hill,historic mine,,,,"State or NT agency supplied location, method unknown",100 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455547,POINT (143.180928 -12.498275002747478)
ga.erl.mineview.455548,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455548,Ketchowla Well,historic mine,,,,"State or NT agency supplied location, method unknown",50 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455548,POINT (139.195547 -33.30728303145716)
ga.erl.mineview.455549,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455549,Woocalla,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455549,POINT (137.18079881 -31.685828919010465)
ga.erl.mineview.455550,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455550,Horseshoe (manganese),mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455550,POINT (118.56079899999997 -25.4410100187684)
ga.erl.mineview.455552,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455552,Heathcote,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455552,POINT (151.451143 -31.2434000283166)
ga.erl.mineview.455553,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455553,Kanyaka,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455553,POINT (138.10109231 -32.04004271955859)
ga.erl.mineview.455554,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455554,Martins Well 1,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455554,POINT (139.17878400000004 -31.579489028844588)
ga.erl.mineview.455555,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455555,Martins Well 2,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455555,POINT (139.21625969 -31.511719028738572)
ga.erl.mineview.455556,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455556,Masterton 2,mineral deposit,,,,"State or NT agency supplied location, method unknown",200 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455556,POINT (137.4513 -17.188870006977112)
ga.erl.mineview.455557,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455557,Mount Tara,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455557,POINT (148.18888 -37.55327003684131)
ga.erl.mineview.455558,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455558,Mount Arden,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455558,POINT (138.03593289 -32.15655933973737)
ga.erl.mineview.455559,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455559,Yanyarrie Station,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455559,POINT (138.500833 -32.30782121996827)
ga.erl.mineview.455560,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455560,Stone Hut Well,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455560,POINT (138.36439719 -30.486959137109455)
ga.erl.mineview.455561,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455561,Larrads Hill,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455561,POINT (143.1883 -12.49640000274621)
ga.erl.mineview.455562,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455562,Muttabee,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455562,POINT (138.40427731 -32.50206895026273)
ga.erl.mineview.455563,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455563,Yackandandah,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455563,POINT (146.78815000000003 -36.31281003545304)
ga.erl.mineview.455565,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455565,South Rosie Creek,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455565,POINT (135.77464999999998 -15.650560005358823)
ga.erl.mineview.455566,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455566,McLeans,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455566,POINT (131.258545 -13.54685500350998)
ga.erl.mineview.455567,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455567,Walcha,historic mine,,,,"State or NT agency supplied location, method unknown",250 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455567,POINT (151.59174100000004 -30.966247027877163)
ga.erl.mineview.455617,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455617,Explorer 108,mineral deposit,Metals X Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.metalsx.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455617,POINT (133.3222 -19.92740001037744)
ga.erl.mineview.455619,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455619,Victoria,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455619,POINT (144.21120599999998 -17.279940007079762)
ga.erl.mineview.455632,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455632,Salt Creek - Randalls,operating mine,Silver Lake Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.silverlakeresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/operating,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455632,POINT (122.0203 -31.107600028101714)
ga.erl.mineview.455635,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455635,Randalls Dam,mineral deposit,Silver Lake Resources Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.silverlakeresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455635,POINT (122.16630000000002 -31.076100028051755)
ga.erl.mineview.455893,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455893,Yiddah,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455893,POINT (147.3344 -34.04650003251255)
ga.erl.mineview.455895,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455895,Estoril,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455895,POINT (147.4136 -34.24490003278845)
ga.erl.mineview.455897,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455897,Cullingerai,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455897,POINT (147.3944 -34.207400032736544)
ga.erl.mineview.455899,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455899,Mandamah,mineral deposit,Sandfire Resources NL,,,"State or NT agency supplied location, method unknown",500 metres,http://www.sandfire.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455899,POINT (147.3854 -34.18480003270521)
ga.erl.mineview.455911,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455911,Wattle Gully,historic mine,Lion Gold Corporation Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://www.liongoldcorp.com/,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455911,POINT (144.25356999999997 -37.0952100363487)
ga.erl.mineview.455912,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455912,Chewton,mineral deposit,Lion Gold Corporation Limited,,,"company supplied location, method unknown",250 metres,http://www.liongoldcorp.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455912,POINT (144.2552 -37.098900036352774)
ga.erl.mineview.455965,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455965,Redcliffe,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455965,POINT (121.55280000000005 -28.420700023718275)
ga.erl.mineview.455970,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455970,Golden Terrace South,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455970,POINT (121.54330000000004 -28.573900023972772)
ga.erl.mineview.455972,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455972,Golden Terrace North,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455972,POINT (121.5431 -28.551500023935578)
ga.erl.mineview.455974,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455974,Nambi,historic mine,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455974,POINT (121.5567 -28.39530002367605)
ga.erl.mineview.455987,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455987,Union,historic mine,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455987,POINT (143.7629 -18.993200009147074)
ga.erl.mineview.455998,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/455998,Springsure Creek,feasibility,Bandanna Energy Limited,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/feasibility,http://pid.geoscience.gov.au/id/feature/ga/er/mine/455998,POINT (148.41 -24.170000016704506)
ga.erl.mineview.456001,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456001,Arcturus,mineral deposit,Bandanna Energy Limited,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456001,POINT (148.41 -24.03000001648056)
ga.erl.mineview.456004,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456004,Arcadia,mineral deposit,Bandanna Energy Limited,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456004,POINT (148.73 -24.580000017364565)
ga.erl.mineview.456007,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456007,Dingo West,mineral deposit,Magnetic South,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456007,POINT (149.26000000000002 -23.64000001586093)
ga.erl.mineview.456011,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456011,Western Creek (Giralia Resources),mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456011,POINT (119.55070000000002 -23.41930001551321)
ga.erl.mineview.456014,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456014,Railway,mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456014,POINT (118.69150000000002 -22.891500014690976)
ga.erl.mineview.456016,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456016,Beaconsfield Asbestos,historic mine,,,,"State or NT agency supplied location, method unknown",2000 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456016,POINT (146.76972222 -41.19916670982407)
ga.erl.mineview.456322,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456322,Homeville Ni Co,mineral deposit,"Augur Resources Limited, Pacific American Coal Limited",,,"State or NT agency supplied location, method unknown",200 metres,"http://www.augur.com.au/, http://www.metalsfinance.com/",http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456322,POINT (147.0487 -32.010500029513146)
ga.erl.mineview.456361,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456361,Tutunup Iluka,mineral deposit,,,,"company supplied location, method unknown", metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456361,POINT (115.56472222000002 -33.68111114199612)
ga.erl.mineview.456406,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456406,Urquhart,mineral deposit,,,,"company supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456406,POINT (141.8 -12.750000002920933)
ga.erl.mineview.456428,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456428,Rocklea - Pilbara Iron,mineral deposit,Dragon Energy Limited,,,method unknown,999 metres,http://www.dragonenergyltd.com,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456428,POINT (117.47869999999999 -22.809800014564942)
ga.erl.mineview.456436,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456436,Jimblebar (Atlas Iron),mineral deposit,,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456436,POINT (120.20090181000002 -23.43810990554276)
ga.erl.mineview.456463,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456463,Wonmunna Iron Ore (Ascot Resoruces),mineral deposit,"Ascot Resources Ltd, Ochre Group Holdings",,,method unknown,999 metres,"http://ochregroupholdings.com/, http://www.ascotresources.com/",http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456463,POINT (119.04973019 -23.122902625049786)
ga.erl.mineview.456497,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456497,Alec Mairs,mineral deposit,,,,"company supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456497,POINT (120.57070200000001 -27.60666102236248)
ga.erl.mineview.456505,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/456505,Fort Scott,mineral deposit,Zijin Mining Group Company Ltd,,,"State or NT agency supplied location, method unknown",500 metres,http://www.zjky.cn,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/456505,POINT (121.37840000000003 -30.78040002758058)
ga.erl.mineview.457344,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/457344,Inglenook,mineral deposit,Banpu Public Company Limited,,,method unknown,999 metres,http://www.banpu.com/en_index.php,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/457344,POINT (149.868 -33.032000031053784)
ga.erl.mineview.457577,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/457577,Teresa,mineral deposit,United Mining Group,,,method unknown,999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/457577,POINT (148.03 -23.367000015431138)
ga.erl.mineview.457739,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/457739,Parker Range Iron Ore (Cazaly),mineral deposit,Cazaly Resources Limited,,,"State or NT agency supplied location, method unknown",999 metres,http://www.cazalyresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/457739,POINT (119.55433200000002 -31.618651028905745)
ga.erl.mineview.460653,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/460653,Pipeline - Higginsville,mineral deposit,,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/460653,POINT (121.7209 -31.760700029126905)
ga.erl.mineview.463677,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463677,Cerberus,mineral deposit,Poseidon Nickel Limited,,,"company supplied location, method unknown",1000 metres,http://www.poseidon-nickel.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463677,POINT (122.28333332999999 -28.56666669396077)
ga.erl.mineview.463685,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463685,Kokomo,mineral deposit,,,,"State or NT agency supplied location, method unknown", metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463685,POINT (145.171214 -18.55250600859122)
ga.erl.mineview.463712,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463712,Stockwell,mineral deposit,,,,"State or NT agency supplied location, method unknown", metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463712,POINT (121.7648 -31.58315002885031)
ga.erl.mineview.463714,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463714,Bluebush,mineral deposit,"Bligh Resources Limited, SR Mining Pty Ltd",,,"State or NT agency supplied location, method unknown",500 metres,http://www.blighresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463714,POINT (121.18180000000001 -28.358300023614536)
ga.erl.mineview.463716,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463716,Black Cat,mineral deposit,"Bligh Resources Limited, SR Mining Pty Ltd",,,"State or NT agency supplied location, method unknown",500 metres,http://www.blighresources.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463716,POINT (121.20280000000002 -28.30120002351956)
ga.erl.mineview.463718,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463718,Great Western,mineral deposit,Terrain Minerals Limited,,,"State or NT agency supplied location, method unknown",500 metres,http://terrainminerals.com.au/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463718,POINT (121.1799 -28.317600023546834)
ga.erl.mineview.463918,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463918,Nobles Nob West,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463918,POINT (134.2817125 -19.71624076009334)
ga.erl.mineview.463921,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/463921,Weabers Find,mineral deposit,,,,"State or NT agency supplied location, method unknown",999 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/463921,POINT (134.30174233 -19.71624076009334)
ga.erl.mineview.464172,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/464172,Aurora,mineral deposit,"Bauxite Resources Limited, Yankuang Group Corporation Limited",,,"State or NT agency supplied location, method unknown",5000 metres,http://www.bauxiteresources.com.au,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/464172,POINT (116.51400000000002 -31.833100029239205)
ga.erl.mineview.464201,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/464201,Fairplay NE (North),mineral deposit,RNC Minerals,,,"State or NT agency supplied location, method unknown",500 metres,http://www.rncminerals.com/,http://resource.geosciml.org/classifier/cgi/mine-status/retention,http://pid.geoscience.gov.au/id/feature/ga/er/mine/464201,POINT (121.72810000000003 -31.74650002910484)
ga.erl.mineview.464205,,,,,,http://pid.geoscience.gov.au/id/feature/ga/erl/mineview/464205,White Well,historic mine,Private Consortium,,,"State or NT agency supplied location, method unknown",500 metres,,http://resource.geosciml.org/classifier/cgi/mine-status/historic,http://pid.geoscience.gov.au/id/feature/ga/er/mine/464205,POINT (118.1859 -27.392100022004687)
